show_id,type,title ,director,cast,date_added,release_year,rating,duration,listed_in,genre,country
s143,Movie,Freedom Writers,Richard Lagravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn",2021-09-01,2007,PG-13,124 min,Dramas,Dramas,Germany
s144,Movie,Green Lantern,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard",2021-09-01,2011,PG-13,114 min,"Action and Adventure, Sci-Fi and Fantasy",Action and Adventure,United States
s145,Movie,House Party,Reginald Hudlin,"Christopher Reid, Christopher Martin, Robin Harris",2021-09-01,1990,R,104 min,"Comedies, Cult Movies",Comedies,United States
s146,Movie,House Party 2,George Jackson,"Christopher Reid, Christopher Martin, Martin Lawrence",2021-09-01,1991,R,94 min,"Comedies, Cult Movies, Music and Musicals",Comedies,United States
s147,Movie,House Party 3,Eric Meza,"Christopher Reid, Christopher Martin, Tisha Campbell",2021-09-01,1994,R,94 min,"Comedies, Music and Musicals",Comedies,United States
s148,TV Show,How To Be A Cowboy,Unknown,Unknown,2021-09-01,2021,TV-PG,1 Season,Reality TV,Reality TV,Other
s149,TV Show,Hq Barbers,Gerhard Mostert,"Hakeem Kae-Kazim, Chioma Omeruah, Orukotan Adejola",2021-09-01,2020,TV-14,1 Season,TV Shows,TV Shows,Other
s150,Movie,I Got The Hook Up,Michael Martin,"Master P, Anthony Johnson, Gretchen Palmer",2021-09-01,1998,R,93 min,"Action and Adventure, Comedies",Action and Adventure,United States
s151,Movie,In Too Deep,Michael Rymer,"Omar Epps, Ll Cool J, Nia Long",2021-09-01,1999,R,97 min,Thrillers,Thrillers,United States
s152,Movie,Initial D,Andrew Lau,"Jay Chou, Anne Suzuki, Edison Chen",2021-09-01,2005,TV-14,109 min,"Action and Adventure, International Movies",Action and Adventure,China
s153,Movie,Janoskians Untold And Untrue,Brett Weiner,"Jai Brooks, Luke Brooks, James Yammouni",2021-09-01,2016,TV-MA,88 min,Comedies,Comedies,United States
s154,TV Show,Kid-E-Cats,Unknown,"Lori Gardner, Kate Bristol, Billy Bob Thompson",2021-09-01,2016,TV-Y,2 Seasons,Kids' TV,Kids' TV,Russia
s155,TV Show,Kurokos Basketball,Unknown,"Kensho Ono, Yuki Ono, Chiwa Saito",2021-09-01,2015,TV-MA,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows",Anime Series,Japan
s156,Movie,Labyrinth,Jim Henson,"David Bowie, Jennifer Connelly, Frank Oz",2021-09-01,1986,PG,101 min,"Action and Adventure, Children and Family Movies, Cult Movies",Action and Adventure,United Kingdom
s157,Movie,Letters To Juliet,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael Garcaa Bernal",2021-09-01,2010,PG,105 min,"Comedies, Dramas, Romantic Movies",Comedies,United States
s158,Movie,Level 16,Danishka Esterhazy,"Katie Douglas, Celina Martin, Peter Outerbridge",2021-09-01,2018,TV-14,102 min,"Sci-Fi and Fantasy, Thrillers",Sci-Fi and Fantasy,Canada
s159,Movie,Love Dont Cost A Thing,Troy Byer,"Nick Cannon, Christina Milian, Kenan Thompson",2021-09-01,2003,PG-13,101 min,"Comedies, Romantic Movies",Comedies,United States
s160,Movie,Love In A Puff,Pang Ho-Cheung,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto",2021-09-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",Comedies,Hong Kong
s161,TV Show,Major Dad,Unknown,"Gerald Mcraney, Shanna Reed, Nicole Dubuc",2021-09-01,1992,TV-PG,4 Seasons,TV Comedies,TV Comedies,United States
s162,Movie,Mars Attacks,Tim Burton,"Jack Nicholson, Glenn Close, Annette Bening",2021-09-01,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi and Fantasy",Comedies,United States
s163,Movie,Marshall,Reginald Hudlin,"Chadwick Boseman, Josh Gad, Kate Hudson",2021-09-01,2017,PG-13,118 min,Dramas,Dramas,United States
s164,Movie,My Bosss Daughter,David Zucker,"Ashton Kutcher, Tara Reid, Jeffrey Tambor",2021-09-01,2003,R,86 min,"Comedies, Romantic Movies",Comedies,United States
s165,Movie,Mystery Men,Kinka Usher,"Ben Stiller, Hank Azaria, William H. Macy",2021-09-01,1999,PG-13,121 min,"Action and Adventure, Comedies",Action and Adventure,United States
s166,TV Show,Oldsters,Unknown,"Patricio Contreras, Alejandro Goic, Sergio Hernandez",2021-09-01,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows,Other
s167,Movie,Once Upon A Time In America,Sergio Leone,"Robert De Niro, James Woods, Elizabeth Mcgovern",2021-09-01,1984,R,229 min,"Classic Movies, Dramas",Classic Movies,Italy
s168,Movie,Open Season 2,Matthew Ocallaghan,"Joel Mchale, Mike Epps, Jane Krakowski",2021-09-01,2008,PG,76 min,"Children and Family Movies, Comedies",Children and Family Movies,United States
s169,Movie,Osmosis Jones,Bobby Farrelly,"Chris Rock, Laurence Fishburne, David Hyde Pierce",2021-09-01,2001,PG,95 min,"Action and Adventure, Children and Family Movies, Comedies",Action and Adventure,United States
s170,Movie,Poseidon,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett",2021-09-01,2006,PG-13,98 min,"Action and Adventure, Dramas",Action and Adventure,United States
s171,Movie,Rhyme and Reason,Peter Spirer,"Too $Hort, B-Real, Kurtis Blow",2021-09-01,1997,R,89 min,"Documentaries, Music and Musicals",Documentaries,United States
s172,Movie,Same Kind Of Different As Me,Michael Carney,"Greg Kinnear, Renae Zellweger, Djimon Hounsou",2021-09-01,2017,PG-13,120 min,"Dramas, Faith and Spirituality",Dramas,United States
s173,Movie,School Of Rock,Richard Linklater,"Jack Black, Joan Cusack, Mike White",2021-09-01,2003,PG-13,110 min,"Comedies, Music and Musicals",Comedies,United States
s174,Movie,Snervous Tyler Oakley,Amy Rice,Tyler Oakley,2021-09-01,2015,PG-13,83 min,"Documentaries, LGBTQ Movies",Documentaries,United States
s175,Movie,Tears Of The Sun,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser",2021-09-01,2003,R,121 min,"Action and Adventure, Dramas",Action and Adventure,United States
s176,Movie,The Blue Lagoon,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo Mckern",2021-09-01,1980,R,105 min,"Dramas, Romantic Movies",Dramas,United States
s177,Movie,The Golden Child,Michael Ritchie,"Eddie Murphy, J.L. Reate, Charles Dance",2021-09-01,1986,PG-13,94 min,"Action and Adventure, Comedies",Action and Adventure,United States
s178,Movie,The Guns Of Navarone,J. Lee,"Gregory Peck, David Niven, Anthony Quinn",2021-09-01,1961,TV-14,156 min,"Action and Adventure, Classic Movies",Action and Adventure,United Kingdom
s179,Movie,The Interview,Evan Goldberg,"James Franco, Seth Rogen, Lizzy Caplan",2021-09-01,2014,R,112 min,"Action and Adventure, Comedies",Action and Adventure,United States
s180,Movie,The Nutty Professor,Tom Shadyac,"Eddie Murphy, Jada Pinkett Smith, James Coburn",2021-09-01,1996,PG-13,95 min,"Comedies, Romantic Movies",Comedies,United States
s181,Movie,The Nutty Professor Ii The Klumps,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller",2021-09-01,2000,PG-13,107 min,"Comedies, Romantic Movies",Comedies,Other
s182,TV Show,Turning Point 911 And The War On Terror,Unknown,Unknown,2021-09-01,2021,TV-14,1 Season,Docuseries,Docuseries,Other
s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D.,"Martin Lawrence, James Earl Jones, Joy Bryant",2021-09-01,2008,PG-13,114 min,Comedies,Comedies,United States
s184,Movie,In The Line Of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo",2021-08-31,1993,R,129 min,"Action and Adventure, Classic Movies",Action and Adventure,United States
s185,TV Show,Sparking Joy,Unknown,Marie Kondo,2021-08-31,2021,TV-PG,1 Season,Reality TV,Reality TV,United States
s186,Movie,Untold Crime and Penalties,Chapman Way,Unknown,2021-08-31,2021,TV-MA,86 min,"Documentaries, Sports Movies",Documentaries,Other
s187,TV Show,Hometown Cha-Cha-Cha,Unknown,"Shin Min-A, Kim Seon-Ho, Lee Sang-Yi",2021-08-29,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows,Other
s188,TV Show,The Ingenuity Of The Househusband,Unknown,Kenjiro Tsuda,2021-08-29,2021,TV-G,1 Season,"International TV Shows, TV Comedies",International TV Shows,Other
s189,Movie,2 Alone In Paris,Ramzy Bedia,"Ramzy Bedia, Aric Judor, Benoat Magimel",2021-08-28,2008,TV-MA,97 min,"Comedies, International Movies",Comedies,France
s190,TV Show,Bread Barbershop,Unknown,"Um Sang-Hyun, Park Yoon-Hee, Kang Shi-Hyun",2021-08-28,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",Kids' TV,Other
s191,Movie,Thimmarusu,Sharan Koppisetty,"Satya Dev, Priyanka Jawalkar, Brahmaji",2021-08-28,2021,TV-14,125 min,"Dramas, International Movies",Dramas,India
s192,Movie,Wind River,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Jon Bernthal",2021-08-28,2017,R,107 min,"Dramas, Independent Movies",Dramas,United Kingdom
s193,Movie,C Kkompany,Sachin Yardi,"Mithun Chakraborty, Tusshar Kapoor, Anupam Kher",2021-08-27,2008,TV-14,127 min,"Action and Adventure, Comedies, International Movies",Action and Adventure,India
s194,TV Show,D.P.,Unknown,"Jung Hae-In, Koo Kyo-Hwan, Kim Sung-Kyun",2021-08-27,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows,South Korea
s195,TV Show,Deadly Sins,Unknown,"Frank Ramirez, Patricia Castaaeda, Chela Del Rao",2021-08-27,2002,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows,Other
s196,Movie,Emi Liya Hai To Chukana Padega,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Malaika Arora",2021-08-27,2008,TV-14,128 min,"Comedies, Dramas, International Movies",Comedies,India
s197,Movie,Hes All That,Mark Waters,"Addison Rae, Tanner Buchanan, Rachael Leigh Cook",2021-08-27,2021,TV-14,92 min,"Comedies, Romantic Movies",Comedies,Other
s198,TV Show,I Heart Arlo,Unknown,"Michael J. Woodard, Mary Lambert, Jonathan Van Ness",2021-08-27,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV,Other
s199,TV Show,King Of Boys The Return Of The King,Kemi Adetiba,"Sola Sobowale, Toni Tones, Richard Mofe-Damijo",2021-08-27,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows,Nigeria
s200,Movie,Koi Aap Sa,Partho Mitra,"Aftab Shivdasani, Natassha, Dipannita Sharma",2021-08-27,2006,TV-14,135 min,"Comedies, Dramas, International Movies",Comedies,India
s201,Movie,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Natassha",2021-08-27,2004,TV-14,124 min,"Action and Adventure, Horror Movies, International Movies",Action and Adventure,India
s202,Movie,Kucch To Hai,Anil V.,"Tusshar Kapoor, Esha Deol, Natassha",2021-08-27,2003,TV-14,136 min,"Dramas, International Movies, Thrillers",Dramas,India
s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar",2021-08-27,2005,TV-MA,165 min,"Comedies, International Movies, Music and Musicals",Comedies,India
s204,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,"Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek",2021-08-27,2016,TV-MA,124 min,"Comedies, International Movies",Comedies,India
s205,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,"Tusshar Kapoor, Riteish Deshmukh, Anupam Kher",2021-08-27,2012,TV-MA,136 min,"Comedies, International Movies",Comedies,India
s206,Movie,Kyo Kii Main Jhuth Nahin Bolta,David Dhawan,"Govinda, Sushmita Sen, Rambha",2021-08-27,2001,TV-14,150 min,"Comedies, International Movies, Sci-Fi and Fantasy",Comedies,India
s207,Movie,Lsd Love Sex Aur Dhokha,Dibakar Banerjee,"Nushrat Bharucha, Anshuman Jha, Neha Chauhan",2021-08-27,2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies",Dramas,India
s208,Movie,Mission Istaanbul Darr Ke Aagey Jeet Hai,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran",2021-08-27,2008,TV-14,119 min,"Action and Adventure, International Movies, Music and Musicals",Action and Adventure,India
s209,Movie,Once Upon A Time In Mumbaai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut",2021-08-27,2010,TV-14,133 min,"Dramas, International Movies, Music and Musicals",Dramas,India
s210,Movie,Once Upon A Time In Mumbai Dobaara,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha",2021-08-27,2013,TV-14,142 min,"Dramas, International Movies, Music and Musicals",Dramas,India
s211,Movie,Ragini Mms,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul",2021-08-27,2011,TV-MA,93 min,"Horror Movies, International Movies",Horror Movies,India
s212,Movie,Ragini Mms 2,Bhushan Patel,"Sunny Leone, Saahil Prem, Parvin Dabas",2021-08-27,2014,TV-MA,113 min,"Horror Movies, International Movies",Horror Movies,India
s213,TV Show,Rebellion,Unknown,"Charlie Murphy, Ruth Bradley, Sarah Greene",2021-08-27,2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas",International TV Shows,Ireland
s214,TV Show,Ride On Time,Unknown,"King And Prince, Hey! Say! Jump, Kat-Tun",2021-08-27,2021,TV-PG,3 Seasons,"Docuseries, International TV Shows",Docuseries,Other
s215,Movie,Sas Rise Of The Black Swan,Magnus Martens,"Sam Heughan, Ruby Rose, Andy Serkis",2021-08-27,2021,R,124 min,"Action and Adventure, International Movies",Action and Adventure,Other
s216,Movie,Shootout At Lokhandwala,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty",2021-08-27,2007,TV-MA,116 min,"Action and Adventure, Dramas, International Movies",Action and Adventure,India
s217,Movie,Shor In The City,Raj Nidimoru,"Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi",2021-08-27,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies",Comedies,India
s218,Movie,The Dirty Picture,Milan Luthria,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor",2021-08-27,2011,TV-14,145 min,"Comedies, Dramas, International Movies",Comedies,India
s219,TV Show,Titletown High,Unknown,Unknown,2021-08-27,2021,TV-14,1 Season,"Reality TV, Teen TV Shows",Reality TV,Other
s220,TV Show,Edens Zero,Unknown,"Takuma Terashima, Mikako Komatsu, Rie Kugimiya",2021-08-26,2021,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series,Japan
s221,TV Show,Family Reunion,Unknown,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi",2021-08-26,2021,TV-PG,4 Seasons,"Kids' TV, TV Comedies",Kids' TV,United States
s222,Movie,Bob Ross Happy Accidents Betrayal and Greed,Joshua Rofac,Bob Ross,2021-08-25,2021,TV-14,93 min,Documentaries,Documentaries,Other
s223,TV Show,Clickbait,Brad Anderson,"Zoe Kazan, Betty Gabriel, Adrian Grenier",2021-08-25,2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows,Other
s224,TV Show,John Of God The Crimes Of A Spiritual Healer,Mauricio Dias,Unknown,2021-08-25,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows,Other
s225,TV Show,Motel Makeover,Unknown,Unknown,2021-08-25,2021,TV-14,1 Season,"International TV Shows, Reality TV",International TV Shows,Other
s226,TV Show,Open Your Eyes,Unknown,"Maria Wawreniuk, Ignacy Liss, Michał Sikorski",2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows,Other
s227,TV Show,Post Mortem No One Dies In Skarnes,Unknown,"Kathrine Thorborg Johansen, Elias Holmen Sarensen, Andra Sarum",2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows,Other
s228,Movie,Really Love,Angel Kristi,"Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy",2021-08-25,2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",Dramas,United States
s229,Movie,The November Man,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko",2021-08-25,2014,R,108 min,Action and Adventure,Action and Adventure,United States
s230,Movie,The Old Ways,Christopher Alender,"Brigitte Kali Canales, Andrea Cortes, Julia Vera",2021-08-25,2020,TV-MA,90 min,Horror Movies,Horror Movies,United States
s231,Movie,The River Runner,Rush Sturges,Unknown,2021-08-25,2021,TV-MA,86 min,"Documentaries, Sports Movies",Documentaries,Other
s232,Movie,The Water Man,David Oyelowo,"David Oyelowo, Rosario Dawson, Lonnie Chavis",2021-08-25,2021,PG,92 min,"Children and Family Movies, Dramas",Children and Family Movies,United States
s233,TV Show,Wheel Of Fortune,Unknown,"Pat Sajak, Vanna White",2021-08-25,2019,TV-G,3 Seasons,Reality TV,Reality TV,United States
s234,Movie,Count Me In,Mark Lo,Unknown,2021-08-24,2021,TV-MA,82 min,"Documentaries, Music and Musicals",Documentaries,United Kingdom
s235,TV Show,Oggy Oggy,Unknown,Unknown,2021-08-24,2021,TV-Y,1 Season,"Kids' TV, TV Comedies",Kids' TV,Other
s236,Movie,Untold Caitlyn Jenner,Crystal Moselle,Unknown,2021-08-24,2021,TV-PG,70 min,"Documentaries, LGBTQ Movies, Sports Movies",Documentaries,Other
s237,Movie,Boomika,Rathindran R,"Aishwarya Rajesh, Vidhu, Surya Ganapathy",2021-08-23,2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",Horror Movies,Other
s238,Movie,Boomika Hindi,Rathindran R,"Aishwarya Rajesh, Vidhu, Surya Ganapathy",2021-08-23,2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",Horror Movies,Other
s239,Movie,Boomika Malayalam,Rathindran R,"Aishwarya Rajesh, Vidhu, Surya Ganapathy",2021-08-23,2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",Horror Movies,Other
s240,Movie,Boomika Telugu,Rathindran R,"Aishwarya Rajesh, Vidhu, Surya Ganapathy",2021-08-23,2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",Horror Movies,Other
s241,Movie,The Witcher Nightmare Of The Wolf,Han Kwang,"Theo James, Mary Mcdonnell, Lara Pulver",2021-08-23,2021,TV-MA,84 min,"Action and Adventure, Anime Features",Action and Adventure,Other
s242,TV Show,Manifest,Unknown,"Melissa Roxburgh, Josh Dallas, Athena Karkanis",2021-08-21,2021,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi and Fantasy",TV Dramas,United States
s243,TV Show,Comedy Premium League,Unknown,Unknown,2021-08-20,2021,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows,Other
s244,TV Show,Everything Will Be Fine,Unknown,"Lucaa Uribe, Flavio Medina, Isabella Vazquez Morales",2021-08-20,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",International TV Shows,Other
s245,Movie,Gunshot,Karim El,"Ahmed El Fishawy, Ruby, Mohamed Mamdouh",2021-08-20,2018,TV-14,96 min,"Dramas, International Movies, Thrillers",Dramas,Other
s246,TV Show,Korean Cold Noodle Rhapsody,Unknown,Paik Jong-Won,2021-08-20,2021,TV-PG,1 Season,"Docuseries, International TV Shows",Docuseries,Other
s247,Movie,Man In Love,Yin Chen-Hao,"Roy Chiu, Ann Hsu, Tsai Chen-Nan",2021-08-20,2021,TV-MA,115 min,"Dramas, International Movies, Romantic Movies",Dramas,Other
s248,Movie,Sweet Girl,Brian Andrew,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo",2021-08-20,2021,R,110 min,"Action and Adventure, Dramas",Action and Adventure,United States
s249,TV Show,The Chair,Unknown,"Sandra Oh, Jay Duplass, Holland Taylor",2021-08-20,2021,TV-MA,1 Season,"TV Comedies, TV Dramas",TV Comedies,Other
s250,Movie,The Loud House Movie,Dave Needham,"Asher Bishop, David Tennant, Michelle Gomez",2021-08-20,2021,TV-Y7,88 min,"Children and Family Movies, Comedies, Music and Musicals",Children and Family Movies,Other
s251,Movie,A Faraway Land,Veronica Velasco,"Paolo Contis, Yen Santos, Hans Targara",2021-08-19,2020,TV-PG,102 min,"Dramas, International Movies, Romantic Movies",Dramas,Other
s252,Movie,Like Crazy,Drake Doremus,"Anton Yelchin, Felicity Jones, Jennifer Lawrence",2021-08-19,2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies",Dramas,United States
s253,Movie,Black Island,Miguel Alexandre,"Philip Froissant, Alice Dwyer, Hanns Zischler",2021-08-18,2021,TV-MA,105 min,"International Movies, Thrillers",International Movies,Other
s254,Movie,Bombay,Mani Ratnam,"Arvind Swamy, Manisha Koirala, Nasser",2021-08-18,1995,TV-14,135 min,"Dramas, International Movies, Romantic Movies",Dramas,India
s255,TV Show,Go Go Cory Carson,Unknown,"Alan C. Lim, Paul Killam, Maisie Benson",2021-08-18,2021,TV-Y,5 Seasons,Kids' TV,Kids' TV,United States
s256,Movie,Memories Of A Murderer The Nilsen Tapes,Michael Harte,Unknown,2021-08-18,2021,TV-MA,86 min,"Documentaries, International Movies",Documentaries,Other
s257,Movie,Nneka The Pretty Serpent,Tosin Igho,"Idia Aisien, Ndidi Obi, Kenneth Okolie",2021-08-18,2020,TV-14,140 min,"Dramas, International Movies",Dramas,Other
